airport_id,ref_time,interval_1_Arrival,interval_2_Arrival,interval_3_Arrival,interval_4_Arrival,interval_5_Arrival,interval_6_Arrival,interval_7_Arrival,interval_8_Arrival,interval_9_Arrival,interval_10_Arrival,interval_11_Arrival,interval_12_Arrival,interval_1_ETD,interval_2_ETD,interval_3_ETD,interval_4_ETD,interval_5_ETD,interval_6_ETD,interval_7_ETD,interval_8_ETD,interval_9_ETD,interval_10_ETD,interval_11_ETD,interval_12_ETD,interval_1_TFM,interval_2_TFM,interval_3_TFM,interval_4_TFM,interval_5_TFM,interval_6_TFM,interval_7_TFM,interval_8_TFM,interval_9_TFM,interval_10_TFM,interval_11_TFM,interval_12_TFM,interval_1_TBFM,interval_2_TBFM,interval_3_TBFM,interval_4_TBFM,interval_5_TBFM,interval_6_TBFM,interval_7_TBFM,interval_8_TBFM,interval_9_TBFM,interval_10_TBFM,interval_11_TBFM,interval_12_TBFM,temperature,wind_direction,wind_speed,wind_gust,cloud_ceiling,visibility,cloud,lightning_prob,precip,departure_runways,arrival_runways
KMIA,2023-02-08 10:54:00,16,24,20,12,16,24,40,24,36,28,52,64,70,75,32,126,100,159,102,101,43,69,74,203,751,1166,541,569,816,1105,2009,878,1113,1376,2802,3421,285,914,564,359,437,639,1659,1285,1816,1290,3499,3737,71.0,8.0,6.0,0.0,8.0,7.0,3.0,0.0,0.0,3,2
KMIA,2023-02-08 11:54:00,16,24,40,24,36,28,52,64,44,32,24,28,100,159,102,101,43,69,74,203,258,142,170,180,816,1105,2009,878,1113,1376,2802,3421,1569,922,1081,1299,437,639,1659,1285,1816,1290,3499,3737,1789,1282,1612,1020,71.0,9.0,5.0,0.0,8.0,7.0,3.0,0.0,0.0,4,3
KMIA,2023-02-08 12:55:00,32,28,56,68,44,24,24,28,44,20,48,44,43,70,86,192,257,145,174,184,115,210,276,186,1024,1558,2778,3309,1606,880,1042,1505,1398,780,1809,2126,1596,1414,3494,3891,1738,1041,1601,1147,2063,694,2500,2710,74.0,10.0,8.0,0.0,6.0,7.0,3.0,0.0,0.0,4,2
KMIA,2023-02-08 13:53:00,44,32,24,24,44,20,44,48,36,16,44,32,269,158,143,211,121,196,276,185,155,303,137,241,1550,985,1122,1103,1493,915,1705,2272,1431,906,1635,1079,2009,1377,1610,958,2158,785,2039,3006,1921,718,1950,1275,77.0,9.0,9.0,0.0,6.0,7.0,3.0,0.0,0.0,4,2
KMIA,2023-02-08 14:55:00,44,20,48,44,36,20,40,28,40,24,28,32,115,210,276,186,150,312,137,226,157,216,308,180,1398,780,1809,2126,1261,1097,1568,1105,1473,1008,1079,1052,2063,694,2500,2710,1765,1137,1622,1371,1466,1204,1325,1368,79.0,10.0,12.0,0.0,6.0,7.0,3.0,0.0,0.0,4,2
KMIA,2023-02-08 15:34:00,56,40,16,40,32,36,24,36,24,40,32,48,174,164,295,144,239,142,211,296,207,114,114,179,2416,1369,1111,1402,1389,1213,1257,1088,936,1493,1348,1445,3459,2116,577,1692,1360,1562,1154,1526,1223,2205,877,2175,79.0,11.0,12.0,0.0,6.0,7.0,3.0,0.0,0.0,4,3
KMIA,2023-02-08 15:53:00,36,16,44,32,32,28,32,24,40,36,48,44,155,303,137,241,152,198,305,183,123,123,171,120,1431,906,1635,1079,1482,1090,1079,981,1329,1576,1546,2219,1921,718,1950,1275,1613,1104,1320,1261,1933,1296,1800,3009,79.0,11.0,12.0,0.0,6.0,7.0,3.0,0.0,0.0,4,3
KMIA,2023-02-08 16:05:00,20,40,28,36,24,36,28,40,28,48,44,56,304,134,239,153,209,288,203,124,126,163,121,168,929,1326,1366,1258,1213,1085,1000,1473,1465,1297,2292,1305,499,1845,1448,1591,1043,1383,1302,2104,1001,2096,2452,2087,79.0,11.0,12.0,0.0,6.0,7.0,3.0,0.0,0.0,3,3
KMIA,2023-02-08 16:54:00,36,24,32,28,36,44,40,44,48,32,28,52,159,200,301,196,104,133,173,125,180,160,103,167,1468,1036,1076,994,1366,1636,1407,2336,883,1231,1241,2462,1593,1116,1300,1334,1979,1197,1980,2948,1327,1720,959,3634,79.0,10.0,11.0,0.0,6.0,7.0,3.0,0.0,0.0,3,3
KMIA,2023-02-08 17:06:00,28,32,28,36,32,52,40,52,32,24,52,40,214,294,204,113,135,159,124,191,159,122,145,84,1186,1109,999,1438,1496,1347,2311,1184,1175,859,2568,1418,1108,1236,1399,2025,1148,1951,2631,1864,1770,846,3041,2359,79.0,10.0,11.0,0.0,6.0,7.0,3.0,0.0,0.0,4,3
KMIA,2023-02-08 17:54:00,36,44,40,44,48,32,28,52,44,48,28,28,104,133,173,125,180,160,103,167,75,93,186,188,1366,1636,1407,2336,883,1231,1241,2462,1489,1835,1583,1901,1979,1197,1980,2948,1327,1720,959,3634,2311,1600,1176,2170,80.0,10.0,13.0,0.0,6.0,7.0,3.0,0.0,0.0,4,3
KMIA,2023-02-08 18:53:00,48,32,24,56,36,52,24,36,28,32,40,64,193,164,104,163,64,107,189,181,164,249,98,120,981,1245,1064,2586,1296,2009,1633,1574,1140,1918,1863,3468,1487,1737,880,3432,2425,1696,1062,2195,2327,1838,2480,3312,80.0,10.0,12.0,0.0,6.0,7.0,3.0,0.0,0.0,4,3
KMIA,2023-02-08 19:53:00,36,52,24,36,28,32,40,64,56,56,48,40,64,107,189,181,164,249,98,120,77,90,110,69,1296,2009,1633,1574,1140,1918,1863,3468,1840,1967,2408,2019,2425,1696,1062,2195,2327,1838,2480,3312,2275,2317,2729,1574,79.0,8.0,11.0,0.0,6.0,7.0,3.0,0.0,0.0,4,3
KMIA,2023-02-08 20:54:00,32,32,40,60,64,52,48,44,40,68,56,60,175,244,96,112,75,89,110,76,88,92,42,98,833,1989,1993,3264,1925,1973,2318,2184,2225,3236,2831,3405,2165,2093,2425,3184,2405,2364,2595,1515,1934,4614,3809,4195,78.0,8.0,12.0,0.0,7.0,7.0,3.0,0.0,0.0,4,3
KMIA,2023-02-08 21:54:00,64,52,48,44,40,68,56,60,28,0,0,0,75,89,110,76,88,92,42,98,47,42,14,49,1925,1973,2318,2184,2225,3236,2831,3405,1433,2096,1754,2015,2405,2364,2595,1515,1934,4614,3809,4195,1776,2449,1702,2070,77.0,8.0,12.0,19.0,6.0,7.0,3.0,0.0,0.0,4,3
KMIA,2023-02-08 22:54:00,40,68,56,60,28,0,0,0,0,0,0,0,88,92,42,98,47,42,14,49,46,46,46,14,2225,3236,2831,3405,1433,2096,1754,2015,913,575,558,420,1934,4614,3809,4195,1776,2449,1702,2070,1109,751,395,516,75.0,9.0,13.0,0.0,8.0,7.0,2.0,0.0,0.0,4,3
KMIA,2023-02-08 23:54:00,28,0,0,0,0,0,0,0,0,0,0,0,47,42,14,49,46,46,46,14,23,34,21,17,1433,2096,1754,2015,913,575,558,420,357,38,59,312,1776,2449,1702,2070,1109,751,395,516,402,7,0,0,75.0,10.0,11.0,0.0,8.0,7.0,2.0,0.0,0.0,4,3
KORD,2023-02-08 00:53:00,44,28,40,32,16,4,20,20,16,16,8,20,210,59,164,343,319,373,302,212,97,52,80,76,845,666,1309,928,666,280,595,931,800,1029,355,721,1321,2029,4137,1047,2086,526,2105,3178,2093,1906,548,3731,35.0,25.0,7.0,0.0,8.0,7.0,1.0,0.0,0.0,2,3
KORD,2023-02-08 01:51:00,20,8,16,20,20,16,4,20,24,16,20,16,322,379,311,235,86,69,78,71,48,108,34,14,758,308,464,868,913,1089,360,528,1740,414,1037,1075,1826,750,1813,3480,1433,2792,202,3684,1370,2154,2773,3386,34.0,24.0,7.0,0.0,8.0,7.0,0.0,0.0,0.0,2,3
KORD,2023-02-08 02:44:00,20,16,12,8,32,16,16,12,20,12,4,20,114,93,89,41,77,101,38,20,33,22,13,9,999,999,658,138,1332,1103,576,1356,850,934,147,1022,2387,3121,377,1671,3467,1259,2252,4011,2920,1221,2417,1091,34.0,25.0,7.0,0.0,8.0,7.0,0.0,0.0,0.0,2,1
KORD,2023-02-08 02:52:00,16,16,4,20,28,12,20,16,12,8,16,12,95,61,72,73,48,106,34,14,24,27,14,1,864,1020,375,629,1664,386,1095,1095,915,466,548,740,1807,2354,244,3944,1083,2182,2882,3792,2240,1585,2364,985,34.0,25.0,7.0,0.0,8.0,7.0,0.0,0.0,0.0,2,1
KORD,2023-02-08 03:25:00,4,24,24,16,12,20,16,4,16,8,8,0,62,76,79,65,34,13,23,28,13,9,27,3,345,820,1497,512,1018,1229,924,255,779,548,371,149,961,3607,1024,2151,3453,4284,932,2037,1867,1197,219,0,34.0,25.0,7.0,0.0,8.0,7.0,0.0,0.0,0.0,1,1
KORD,2023-02-08 03:37:00,20,28,12,20,16,12,8,16,12,4,4,8,73,48,106,34,14,24,27,14,1,35,2,3,629,1664,386,1095,1095,915,466,548,740,384,184,264,3944,1083,2182,2882,3792,2240,1585,2364,985,431,0,880,34.0,27.0,7.0,0.0,8.0,7.0,0.0,0.0,0.0,1,1
KORD,2023-02-08 03:53:00,24,16,16,20,12,4,20,8,4,4,8,0,53,90,34,14,24,27,14,2,34,2,6,32,1572,395,1109,1111,974,366,602,692,389,173,293,415,992,2304,3065,4269,1463,1695,2249,1115,301,0,921,15,34.0,27.0,7.0,0.0,8.0,7.0,0.0,0.0,0.0,1,1
KORD,2023-02-08 04:20:00,20,16,12,8,16,8,8,4,4,4,0,0,36,14,24,27,14,1,35,1,4,35,5,20,961,1128,978,527,429,831,410,187,199,508,1,0,2529,3555,2869,1130,2599,870,744,53,812,124,0,0,34.0,27.0,7.0,0.0,8.0,7.0,0.0,0.0,0.0,1,1
KORD,2023-02-08 04:32:00,20,16,8,8,16,8,4,0,8,0,0,0,4,34,28,14,1,35,1,3,35,6,6,35,1123,1083,658,323,932,328,231,96,653,3,0,0,4105,2618,928,2589,950,1096,219,723,213,0,0,0,33.0,28.0,6.0,0.0,8.0,7.0,0.0,0.0,0.0,1,1
KORD,2023-02-08 04:53:00,12,4,20,8,4,4,8,0,0,0,0,0,24,27,14,2,34,2,6,32,6,19,34,1,974,366,602,692,389,173,293,415,0,0,0,46,1463,1695,2249,1115,301,0,921,15,0,0,0,95,33.0,28.0,6.0,0.0,8.0,7.0,0.0,0.0,0.0,1,1
KORD,2023-02-08 06:01:00,4,0,8,0,0,0,0,4,0,0,0,0,1,3,35,5,4,38,13,3,0,1,13,4,161,145,674,3,0,0,1,64,0,0,0,0,219,601,335,0,0,0,0,122,0,0,0,0,33.0,28.0,7.0,0.0,8.0,7.0,0.0,0.0,0.0,1,1
KORD,2023-02-08 06:51:00,0,0,0,0,4,0,0,0,0,0,4,4,5,20,33,2,2,0,14,0,4,0,23,1,1,0,0,35,30,0,0,0,0,32,34,42,0,0,0,0,122,0,0,0,0,0,62,976,31.0,28.0,5.0,0.0,8.0,7.0,0.0,0.0,0.0,1,1
KORD,2023-02-08 07:52:00,4,0,0,0,0,0,4,4,8,0,20,4,2,0,14,0,4,0,23,1,13,1,0,0,25,0,0,0,0,49,17,44,713,87,861,174,89,0,0,0,0,2,60,1185,372,1187,1375,1281,30.0,26.0,4.0,0.0,8.0,7.0,0.0,0.0,0.0,1,1
KORD,2023-02-08 08:05:00,0,0,0,0,0,4,4,8,0,20,4,20,0,14,0,4,0,4,20,13,1,0,0,0,0,0,0,0,24,42,38,711,44,873,159,793,0,0,0,0,0,62,801,756,449,2092,608,2943,30.0,26.0,4.0,0.0,8.0,7.0,0.0,0.0,0.0,1,1
KORD,2023-02-08 08:44:00,0,0,4,0,12,0,12,12,12,20,24,12,3,1,2,21,14,1,0,0,0,10,38,26,0,0,66,3,301,457,522,507,448,744,1823,1375,0,0,62,430,1127,0,2084,686,2038,6005,4505,2298,29.0,28.0,3.0,0.0,8.0,7.0,1.0,0.0,0.0,1,1
KORD,2023-02-08 08:52:00,0,0,4,4,8,0,20,4,20,28,12,12,4,0,23,1,13,1,0,0,1,36,13,38,0,49,17,44,713,87,861,174,805,1254,1804,788,0,2,60,1185,372,1187,1375,1281,3151,6453,3653,1510,29.0,28.0,3.0,0.0,8.0,7.0,1.0,0.0,0.0,1,1
KORD,2023-02-08 09:51:00,8,0,20,4,20,28,12,12,24,20,52,84,13,1,0,0,0,37,13,38,87,112,79,42,714,63,870,157,825,1203,1766,845,774,411,1198,2518,581,668,1873,974,2918,6686,3710,1550,1287,980,3625,5986,29.0,25.0,3.0,0.0,8.0,7.0,1.0,0.0,0.0,1,1
KORD,2023-02-08 11:09:00,24,16,16,24,16,64,88,84,112,92,92,52,28,13,39,116,88,86,94,193,200,293,264,163,1466,1783,630,719,403,1531,2912,2620,3336,3443,2840,1622,6682,3230,1523,987,1133,4021,6502,6892,12805,10368,10331,7819,28.0,27.0,2.0,0.0,8.0,7.0,1.0,0.0,0.0,1,1
KORD,2023-02-08 11:22:00,12,12,28,16,60,84,88,104,100,96,44,72,13,38,98,101,79,63,223,162,323,254,153,229,1804,788,733,414,1360,2628,2739,3241,3655,2638,1826,2647,3653,1510,1148,972,3916,6074,6021,13042,10162,11424,7292,6925,28.0,27.0,2.0,0.0,8.0,7.0,1.0,0.0,0.0,2,1
KORD,2023-02-08 11:55:00,24,20,64,92,88,108,88,92,56,60,28,36,134,70,88,92,201,204,302,243,169,256,251,334,723,461,1578,2908,2722,3348,3320,2848,1687,2628,1197,1199,829,1290,4119,6624,7490,12414,10769,9744,7811,6048,2237,5319,28.0,23.0,1.0,0.0,8.0,7.0,2.0,0.0,0.0,2,2
KORD,2023-02-08 12:24:00,64,88,84,112,92,92,52,68,24,36,52,64,86,94,193,200,293,264,163,253,223,370,347,497,1531,2912,2620,3336,3443,2840,1622,2650,1329,1006,2520,2150,4021,6502,6892,12805,10368,10331,7819,6221,2347,4857,6185,6410,28.0,23.0,1.0,0.0,8.0,7.0,2.0,0.0,0.0,2,3
KORD,2023-02-08 12:52:00,88,104,100,96,44,72,28,36,48,60,56,16,223,162,323,254,153,229,275,341,339,519,451,399,2739,3241,3655,2638,1826,2647,1442,928,2306,2250,2293,931,6021,13042,10162,11424,7292,6925,2305,4314,6226,5655,4895,1670,28.0,27.0,2.0,0.0,8.0,7.0,2.0,0.0,0.0,2,3
KORD,2023-02-08 13:09:00,112,92,92,52,68,24,36,52,64,48,12,28,200,293,264,163,253,223,370,347,497,469,390,436,3336,3443,2840,1622,2650,1329,1006,2520,2150,2154,765,705,12805,10368,10331,7819,6221,2347,4857,6185,6410,3404,1872,2449,28.0,27.0,2.0,0.0,8.0,7.0,2.0,0.0,0.0,2,3
KORD,2023-02-08 13:52:00,44,72,28,36,48,60,56,16,24,12,24,20,153,229,275,341,339,519,451,399,379,423,106,170,1826,2647,1442,928,2306,2250,2293,931,659,586,917,679,7292,6925,2305,4314,6226,5655,4895,1670,2648,2147,2533,1905,32.0,21.0,2.0,0.0,8.0,7.0,3.0,0.0,0.0,2,3
KORD,2023-02-08 14:52:00,48,60,56,16,24,12,24,20,40,92,108,76,339,519,451,399,379,423,106,170,225,325,146,133,2306,2250,2293,931,659,586,917,679,1070,3705,4090,2690,6226,5655,4895,1670,2648,2147,2533,1905,6052,14915,13642,8754,32.0,19.0,1.0,0.0,8.0,7.0,3.0,0.0,0.0,2,3
KORD,2023-02-08 15:41:00,12,28,8,20,28,52,108,84,80,56,72,100,403,434,311,80,216,254,324,104,100,62,51,66,646,687,574,955,876,1512,4488,3332,2223,2745,2524,4277,1772,2281,1860,2470,2532,7825,17161,11689,8573,5694,11549,16554,33.0,20.0,4.0,0.0,8.0,7.0,4.0,0.0,0.0,2,2
KORD,2023-02-08 15:51:00,24,12,20,24,40,84,112,76,64,52,104,56,358,438,137,141,237,307,179,127,61,49,66,55,679,509,907,724,1021,3383,4307,2801,2621,1806,3898,3453,2638,1741,2768,1962,5733,14122,13943,8788,6950,8826,18543,6335,33.0,20.0,4.0,0.0,8.0,7.0,4.0,0.0,0.0,2,2
KORD,2023-02-08 16:52:00,40,92,108,76,64,52,108,52,52,28,48,48,225,325,146,133,67,33,66,60,284,425,453,318,1070,3705,4090,2690,2727,1833,4031,3152,2532,1299,2408,1770,6052,14915,13642,8754,6616,9597,18404,5202,4988,3008,7024,8464,37.0,16.0,3.0,0.0,8.0,7.0,4.0,0.0,0.0,2,3
KORD,2023-02-08 17:52:00,64,52,108,52,52,28,48,48,52,44,48,52,67,33,66,60,284,425,453,318,214,377,317,258,2727,1833,4031,3152,2532,1299,2408,1770,2529,1446,2983,2225,6616,9597,18404,5202,4988,3008,7024,8464,5913,4248,9218,6382,40.0,17.0,5.0,0.0,8.0,7.0,4.0,0.0,0.0,2,3
KORD,2023-02-08 18:32:00,76,40,44,28,52,56,44,44,60,36,48,72,34,169,410,504,332,237,308,332,320,202,62,155,4171,1896,1634,2318,1773,2694,1479,2086,2945,2166,2999,2606,11512,5093,2144,7434,6467,8301,3624,7893,6933,5344,8872,8716,42.0,19.0,5.0,0.0,8.0,7.0,3.0,0.0,0.0,2,2
KORD,2023-02-08 19:03:00,40,36,44,60,44,44,60,36,48,76,72,68,428,493,323,239,327,329,301,197,59,173,83,246,1617,2342,1728,2723,1525,2239,2653,2228,3035,2815,3445,3278,1946,7710,6850,7669,3807,8135,6657,5678,8949,8364,9277,8844,42.0,19.0,5.0,0.0,8.0,7.0,3.0,0.0,0.0,2,2
KORD,2023-02-08 19:51:00,56,40,44,56,44,52,72,76,64,72,80,72,236,366,318,269,155,85,155,98,251,153,141,87,2610,1454,2831,2110,2416,2943,3332,2963,3082,2367,3204,3814,5992,4278,9009,6270,5820,8915,7780,11048,8190,10689,13674,10898,44.0,15.0,4.0,0.0,8.0,7.0,4.0,0.0,0.0,2,2
KORD,2023-02-08 20:53:00,36,52,80,72,64,76,80,68,52,36,40,52,131,135,103,117,260,150,126,94,137,144,99,52,2260,3403,2784,3184,2866,2563,3482,3379,2031,1596,1751,3617,5589,9172,7665,11753,7816,11114,14269,10474,4091,5009,4744,10782,44.0,16.0,5.0,0.0,8.0,7.0,3.0,0.0,0.0,2,3
KORD,2023-02-08 21:51:00,64,72,80,72,52,40,40,52,44,0,0,0,251,153,141,87,119,167,110,50,53,137,89,96,3082,2367,3204,3814,2010,1585,1887,2952,4661,6506,4192,1346,8190,10689,13674,10898,5213,4351,5764,9488,17733,25350,16099,3605,43.0,14.0,6.0,0.0,8.0,7.0,3.0,0.0,0.0,2,3
KORD,2023-02-08 22:52:00,52,36,40,52,44,0,0,0,0,0,0,0,122,150,110,51,55,133,104,91,50,25,25,51,2089,1563,1765,3339,4541,6602,3904,1231,1144,1199,683,599,4639,4538,5409,10238,18630,24809,15498,3020,2162,2981,2724,490,42.0,13.0,4.0,0.0,8.0,7.0,3.0,0.0,0.0,2,3
KORD,2023-02-08 23:54:00,32,0,0,0,0,0,0,0,0,0,0,0,57,130,104,94,42,30,25,56,47,68,54,25,4811,6586,3073,1276,1014,1237,752,533,180,66,185,350,20497,24417,13207,2514,2413,2686,2672,399,84,107,294,0,40.0,16.0,5.0,0.0,8.0,7.0,4.0,0.0,0.0,2,3
KPHX,2023-02-08 00:51:00,40,36,72,60,64,60,56,64,56,72,36,32,88,201,124,307,170,157,255,96,197,259,138,147,755,1227,2155,1305,2391,1884,2175,2301,2282,2043,1477,1549,480,904,2589,2919,3706,3530,3978,5222,3321,4173,3443,3958,66.0,25.0,8.0,0.0,8.0,7.0,1.0,0.0,0.0,1,2
KPHX,2023-02-08 01:51:00,64,60,56,64,56,72,36,32,20,4,20,24,170,157,255,96,197,259,138,147,106,71,324,260,2391,1884,2175,2301,2282,2043,1477,1549,921,277,621,1203,3706,3530,3978,5222,3321,4173,3443,3958,2684,97,1126,2597,62.0,26.0,6.0,0.0,8.0,7.0,0.0,0.0,0.0,1,2
KPHX,2023-02-08 02:51:00,56,72,36,32,20,4,20,24,28,24,28,20,197,259,138,147,106,71,324,260,53,151,175,23,2282,2043,1477,1549,921,277,621,1203,1500,2471,992,913,3321,4173,3443,3958,2684,97,1126,2597,2846,5789,2721,1869,59.0,26.0,5.0,0.0,8.0,7.0,0.0,0.0,0.0,1,2
KPHX,2023-02-08 03:52:00,20,8,16,28,24,28,24,20,16,16,12,12,102,80,331,248,49,161,179,9,27,18,7,15,816,298,651,1224,1657,2373,869,909,805,690,920,547,2579,132,1256,2472,3182,5681,2584,1884,1325,1636,1433,844,58.0,25.0,4.0,0.0,8.0,7.0,0.0,0.0,0.0,1,2
KPHX,2023-02-08 04:51:00,28,24,28,20,12,20,8,16,16,20,8,0,53,151,175,23,27,2,23,14,104,91,44,3,1500,2471,992,913,783,706,870,589,1063,1057,436,18,2846,5789,2721,1869,1293,1746,1395,935,3029,2723,739,0,55.0,18.0,3.0,0.0,8.0,7.0,0.0,0.0,0.0,1,2
KPHX,2023-02-08 05:52:00,16,16,12,12,24,12,8,0,8,0,0,0,27,18,7,15,117,77,44,3,78,27,4,7,805,690,920,547,1100,1006,443,11,152,0,0,0,1325,1636,1433,844,3114,2623,739,0,141,0,0,0,54.0,1.0,5.0,0.0,8.0,7.0,0.0,0.0,0.0,3,3
KPHX,2023-02-08 06:53:00,24,12,8,4,4,0,0,0,0,0,4,4,120,82,36,4,77,27,6,5,18,0,2,0,1168,887,442,17,146,0,0,0,0,2,380,100,3355,2367,739,0,141,0,0,0,0,0,792,74,54.0,26.0,4.0,0.0,8.0,7.0,0.0,0.0,0.0,3,3
KPHX,2023-02-08 07:52:00,8,0,0,0,0,0,4,4,0,4,0,0,78,27,4,7,18,0,2,0,0,5,17,1,152,0,0,0,0,2,380,100,0,268,2,0,141,0,0,0,0,0,792,74,0,869,0,0,53.0,11.0,2.0,0.0,8.0,7.0,0.0,0.0,0.0,3,3
KPHX,2023-02-08 09:28:00,4,4,0,4,0,0,0,4,0,8,0,8,2,0,0,6,16,1,7,0,41,2,0,20,465,14,14,256,0,0,0,63,0,341,39,278,792,74,8,861,0,0,0,131,0,573,300,303,49.0,11.0,4.0,0.0,8.0,7.0,0.0,0.0,0.0,3,3
KPHX,2023-02-08 09:58:00,0,4,0,0,0,4,0,8,0,8,4,8,0,6,16,1,7,0,41,2,0,20,46,35,14,256,0,0,0,63,0,341,39,278,280,460,8,861,0,0,0,131,0,573,300,303,707,883,48.0,11.0,4.0,0.0,8.0,7.0,0.0,0.0,0.0,3,3
KPHX,2023-02-08 10:13:00,4,0,0,0,4,0,8,0,8,4,8,0,6,16,1,7,0,41,2,0,20,46,35,134,256,0,0,0,63,0,341,39,278,280,460,120,861,0,0,0,131,0,573,300,303,707,883,531,48.0,11.0,4.0,0.0,8.0,7.0,0.0,0.0,0.0,3,2
KPHX,2023-02-08 10:54:00,0,4,0,4,4,4,8,4,4,4,0,16,7,0,40,2,1,11,43,24,114,291,95,48,0,63,0,213,166,207,349,253,240,125,126,738,0,69,62,573,278,129,881,632,677,161,0,998,47.0,10.0,4.0,0.0,8.0,7.0,0.0,0.0,0.0,3,2
KPHX,2023-02-08 11:59:00,0,8,4,8,0,4,4,12,24,24,24,16,1,19,47,35,153,264,71,43,233,175,255,112,38,331,335,369,99,33,381,583,794,1115,953,619,300,378,700,901,452,27,422,634,1117,1896,1520,921,46.0,10.0,5.0,0.0,8.0,7.0,0.0,0.0,0.0,3,2
KPHX,2023-02-08 12:31:00,4,8,4,0,8,12,20,28,20,16,20,52,47,42,151,259,74,41,256,174,254,93,66,372,283,263,109,20,629,500,690,1260,822,631,1041,1939,705,911,186,13,446,755,1104,1979,1337,964,1611,2275,44.0,11.0,4.0,0.0,8.0,7.0,0.0,0.0,0.0,3,2
KPHX,2023-02-08 12:54:00,4,4,0,16,20,20,24,16,24,28,60,52,114,291,95,48,174,225,231,121,64,80,584,596,240,125,126,738,798,887,1263,471,736,1227,2563,1652,677,161,0,998,1020,1402,1834,1010,1323,1583,4222,4197,44.0,11.0,4.0,0.0,8.0,7.0,0.0,0.0,0.0,1,2
KPHX,2023-02-08 13:51:00,16,24,28,12,16,40,48,60,24,48,32,64,192,220,213,123,83,59,533,662,66,42,49,544,791,606,1422,534,761,1097,2088,2213,1678,2051,2722,3669,684,1199,1981,1270,1001,1770,3810,4680,3026,5154,3739,10286,45.0,12.0,3.0,0.0,8.0,7.0,1.0,0.0,0.0,1,2
KPHX,2023-02-08 14:52:00,20,32,52,56,24,52,32,64,64,52,16,36,83,60,554,643,63,42,129,483,266,389,208,104,852,1055,2257,2012,1953,1955,2788,3724,3387,1905,1487,1143,1160,1745,3886,4533,3371,4725,4172,10167,8972,6100,1555,3297,46.0,10.0,5.0,0.0,8.0,7.0,2.0,0.0,0.0,1,2
KPHX,2023-02-08 15:52:00,24,52,32,64,64,52,16,36,28,24,36,40,63,42,129,483,266,389,208,104,169,284,411,211,1953,1955,2788,3724,3387,1905,1487,1143,1425,1040,1410,1682,3371,4725,4172,10167,8972,6100,1555,3297,2520,2139,2573,2731,49.0,10.0,5.0,0.0,8.0,7.0,3.0,0.0,0.0,1,2
KPHX,2023-02-08 16:51:00,64,52,20,36,28,24,32,44,56,52,36,32,271,389,214,111,163,275,419,218,215,162,211,102,3607,1985,1493,1148,1286,1167,1364,1590,2363,1919,1461,1229,8977,5856,2059,3339,2412,2277,2572,2593,4861,3993,2486,3897,53.0,10.0,5.0,0.0,8.0,7.0,3.0,0.0,0.0,1,2
KPHX,2023-02-08 17:51:00,28,24,32,44,56,52,36,32,32,60,52,16,163,275,419,218,215,162,211,102,117,135,193,431,1286,1167,1364,1590,2363,1919,1461,1229,2166,2418,1772,569,2412,2277,2572,2593,4861,3993,2486,3897,2244,6956,4773,1379,58.0,10.0,2.0,0.0,8.0,7.0,3.0,0.0,0.0,1,2
KPHX,2023-02-08 18:51:00,56,52,36,32,32,60,52,16,24,28,48,48,215,162,211,102,117,135,193,431,279,78,146,923,2363,1919,1461,1229,2166,2418,1772,569,988,1649,1738,1923,4861,3993,2486,3897,2244,6956,4773,1379,1696,1716,3181,5444,62.0,9.0,5.0,0.0,8.0,7.0,3.0,0.0,0.0,1,2
KPHX,2023-02-08 19:51:00,32,60,52,16,24,28,48,48,36,44,56,16,117,135,193,431,279,78,146,923,283,359,111,157,2166,2418,1772,569,988,1649,1738,1923,1009,1754,1918,797,2244,6956,4773,1379,1696,1716,3181,5444,1827,1809,5152,726,64.0,18.0,5.0,0.0,8.0,7.0,2.0,0.0,0.0,1,2
KPHX,2023-02-08 20:34:00,16,28,20,48,52,40,36,56,16,32,28,48,240,462,108,106,786,447,314,153,158,62,217,162,635,996,1231,1909,2023,1065,1408,2347,587,1389,1765,2053,1540,1744,1629,3011,5355,2335,1561,5242,724,4235,1765,6571,67.0,21.0,2.0,0.0,8.0,7.0,2.0,0.0,0.0,1,2
KPHX,2023-02-08 20:52:00,28,32,48,44,32,52,48,20,24,32,48,28,290,72,160,914,280,361,109,151,65,214,221,401,1010,1733,1728,1919,904,2015,1687,830,1132,2274,1655,1287,1729,1932,3138,5412,1637,1926,5103,822,3828,3331,5301,4055,67.0,21.0,2.0,0.0,8.0,7.0,2.0,0.0,0.0,1,2
KPHX,2023-02-08 21:51:00,36,44,56,16,28,32,44,28,12,0,0,0,283,359,111,157,66,209,165,460,32,78,39,21,1009,1754,1918,797,1211,2119,1781,1303,1024,1173,1334,1071,1827,1809,5152,726,3998,2980,5522,4152,931,3808,3884,4103,66.0,24.0,5.0,0.0,8.0,7.0,2.0,0.0,0.0,1,2
KPHX,2023-02-08 22:51:00,28,32,44,28,12,0,0,0,0,0,0,0,66,209,165,460,32,78,39,21,29,37,30,27,1211,2119,1781,1303,1024,1173,1334,1071,1300,587,515,630,3998,2980,5522,4152,931,3808,3884,4103,4822,2603,1468,964,67.0,27.0,6.0,0.0,8.0,7.0,1.0,0.0,0.0,1,2
